cpuFamily;cpuModel;ramSize;ramType;gpuModel;hdd1Type;hdd1Size;hdd2Type;hdd2Size;price
Core i7;9750H;16 GB;-;GeForce RTX 2060;SSD;256 GB;HDD;1000 GB;1849.0
Core i7;9850H;16 GB;DDR4;UHD Graphics 630;SSD;512 GB;-;-;1849.0
Core i5;9300H;8 GB;DDR4;GeForce GTX 1650;SSD;256 GB;-;-;1849.0
Core i5;-;8 GB;DDR3;Iris Graphics 550;SSD;512 GB;-;-;1850.0
Core i5;8265U;8 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;1852.0
Core i5;8265U;16 GB;DDR4;UHD Graphics 620;SSD;512 GB;-;-;1855.0
Core i7;9750H;16 GB;DDR4;GeForce GTX 1660 Ti;SSD;512 GB;-;-;1859.0
Core i5;8265U;8 GB;DDR3;UHD Graphics 620;SSD;256 GB;-;-;1859.0
Core i7;8750H;16 GB;DDR4;GeForce GTX 1070;SSD;256 GB;HDD;1000 GB;1860.0
Core i5;8300H;8 GB;DDR4;Radeon RX Vega 870;SSD;128 GB;HDD;1000 GB;1860.0
Core i7;7600U;8 GB;DDR4;Iris Plus Graphics 640;SSD;256 GB;-;-;1867.85
Core i5;-;8 GB;DDR3;Iris Plus Graphics 655;SSD;256 GB;-;-;1870.0
Core i7;8650U;16 GB;DDR4;UHD Graphics 620;SSD;512 GB;-;-;1874.73
Core i7;9750H;16 GB;DDR4;GeForce RTX 2060;SSD;512 GB;-;-;1879.0
Core i7;9750H;16 GB;DDR4;GeForce RTX 2060;SSD;1000 GB;-;-;1889.0
Core i5;-;8 GB;DDR3;Iris Plus Graphics 650;SSD;512 GB;-;-;1890.0
Core i5;8250U;8 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;1897.0
Core i7;8750H;16 GB;DDR4;GeForce GTX 1050 Ti;SSD;512 GB;-;-;1899.0
Core i7;8565U;16 GB;DDR4;GeForce GTX 1050;SSD;512 GB;-;-;1899.0
Core i7;8565U;16 GB;DDR3;GeForce MX250;SSD;1000 GB;-;-;1899.0
Core i7;8750H;8 GB;DDR4;GeForce GTX 1060;SSD;128 GB;HDD;1000 GB;1899.0
Core i7;8750H;16 GB;DDR4;GeForce GTX 1070;SSD;256 GB;Hybrid;1000 GB;1899.0
Core i7;8750H;16 GB;DDR4;GeForce GTX 1070;SSD;256 GB;-;-;1899.0
Core i7;8550U;16 GB;DDR4;UHD Graphics 620;SSD;512 GB;-;-;1899.0
Core i7;8565U;16 GB;DDR4;UHD Graphics 620;SSD;512 GB;-;-;1899.0
Core i7;8750H;16 GB;DDR4;GeForce RTX 2060;SSD;256 GB;Hybrid;1008 GB;1899.0
Core i7;9750H;16 GB;DDR4;GeForce GTX 1660 Ti;SSD;256 GB;-;-;1899.9
Core i7;8565U;16 GB;DDR4;UHD Graphics 620;SSD;512 GB;-;-;1908.99
Core i5;8250U;8 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;1911.0
Core i7;8750H;16 GB;DDR4;GeForce RTX 2060;SSD;256 GB;HDD;1000 GB;1916.57
Core i7;8750H;8 GB;DDR4;GeForce GTX 1050 Ti;SSD;256 GB;-;-;1922.99
Core i7;8750H;8 GB;DDR4;GeForce GTX 1050 Ti;SSD;256 GB;-;-;1929.0
Core i7;8550U;16 GB;DDR4;Radeon FirePro WX3100;SSD;1000 GB;-;-;1933.0
Core i7;8750H;16 GB;DDR4;GeForce GTX 1050;SSD;256 GB;-;-;1936.0
Core i7;8750H;16 GB;DDR4;GeForce GTX 1050 Ti;SSD;512 GB;-;-;1939.0
Core i7;8750H;16 GB;DDR4;GeForce GTX 1060;SSD;256 GB;HDD;1000 GB;1945.0
Core i7;8750H;8 GB;DDR4;Quadro P1000;SSD;256 GB;-;-;1945.0
Core i7;10510U;16 GB;DDR3;UHD Graphics;SSD;512 GB;-;-;1948.9
Core i7;8565U;8 GB;DDR3;UHD Graphics 620;SSD;256 GB;-;-;1948.99
Core i7;8750H;16 GB;DDR4;GeForce GTX 1060;SSD;256 GB;HDD;1000 GB;1949.0
Core i7;8565U;16 GB;DDR4;UHD Graphics 620;SSD;512 GB;-;-;1949.0
Core i7;9750H;16 GB;DDR4;GeForce RTX 2060;SSD;256 GB;HDD;1000 GB;1949.0
Core i7;8750H;16 GB;DDR4;GeForce GTX 1060;SSD;256 GB;Hybrid;1000 GB;1949.0
Core i7;8565U;16 GB;DDR4;UHD Graphics 620;SSD;512 GB;-;-;1969.0
Core i7;8550U;16 GB;DDR4;UHD Graphics 620;SSD;512 GB;-;-;1969.99
Core i7;9750H;16 GB;DDR4;GeForce RTX 2060;SSD;512 GB;-;-;1972.0
Core i7;8665U;16 GB;DDR4;UHD Graphics 620;SSD;512 GB;-;-;1978.95
Core i7;8750H;8 GB;DDR4;UHD Graphics 630;SSD;256 GB;-;-;1985.0
Core i7;8750H;8 GB;DDR4;Quadro P1000;SSD;512 GB;-;-;1989.0
Core i7;8565U;16 GB;DDR3;UHD Graphics 620;SSD;512 GB;-;-;1995.0
Core i5;8350U;8 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;1996.2
Core i7;9750H;16 GB;-;GeForce RTX 2070;SSD;256 GB;HDD;1000 GB;1999.0
Core i7;8750H;8 GB;DDR4;GeForce GTX 1050 Ti;SSD;128 GB;HDD;1000 GB;1999.0
Core i7;9750H;16 GB;DDR4;GeForce RTX 2070;SSD;512 GB;-;-;1999.0
Core i7;10510U;16 GB;DDR3;UHD Graphics;SSD;512 GB;-;-;1999.0
Core i7;7500U;8 GB;DDR4;HD Graphics 620;SSD;512 GB;-;-;1999.0
Core i7;8500Y;8 GB;DDR3;UHD Graphics 615;SSD;256 GB;-;-;1999.0
Core i7;8750H;16 GB;DDR4;GeForce RTX 2060;SSD;128 GB;HDD;1000 GB;1999.0
Core i7;9750H;16 GB;DDR4;GeForce RTX 2060;SSD;512 GB;-;-;1999.9
Core i7;8665U;16 GB;DDR4;UHD Graphics 620;SSD;512 GB;-;-;2003.99
Core i7;9750H;16 GB;DDR4;GeForce RTX 2070;SSD;512 GB;HDD;1000 GB;2005.0
Core i7;8705G;8 GB;DDR4;Radeon RX Vega 870;SSD;256 GB;-;-;2010.87
Core i7;8750H;16 GB;DDR4;GeForce RTX 2060;SSD;256 GB;HDD;1000 GB;2014.0
Core i7;9750H;16 GB;DDR4;GeForce RTX 2060;SSD;256 GB;HDD;1000 GB;2049.0
Core i7;9750H;16 GB;DDR4;Quadro P620;SSD;256 GB;HDD;1000 GB;2049.0
Core i7;9750H;16 GB;DDR4;GeForce RTX 2060;SSD;512 GB;-;-;2049.0
Core i7;9750H;16 GB;DDR4;GeForce RTX 2070;SSD;512 GB;-;-;2064.0
Core i7;8565U;16 GB;DDR4;UHD Graphics 620;SSD;512 GB;-;-;2074.0
Core i7;8550U;16 GB;DDR4;GeForce MX150;SSD;512 GB;-;-;2092.0
Core i7;8565U;16 GB;DDR3;MX150;SSD;512 GB;-;-;2099.0
Core i7;10510U;16 GB;DDR3;UHD Graphics;SSD;1000 GB;-;-;2099.0
Core i7;10510U;16 GB;DDR3;GeForce GTX 1650;SSD;512 GB;-;-;2099.0
Core i7;8705G;8 GB;DDR4;Radeon RX Vega 870;SSD;512 GB;-;-;2099.0
Core i7;8550U;8 GB;DDR4;UHD Graphics 620;SSD;512 GB;-;-;2099.0
Core i5;8265U;16 GB;DDR3;UHD Graphics 620;SSD;256 GB;-;-;2099.0
Core i7;7700HQ;16 GB;DDR4;GeForce GTX 1070;SSD;256 GB;HDD;1000 GB;2099.0
Core i7;8750H;16 GB;DDR4;Quadro P1000;SSD;256 GB;-;-;2099.0
Core i7;8750H;16 GB;DDR4;GeForce GTX 1070;SSD;256 GB;HDD;1000 GB;2100.17
Core i7;8565U;16 GB;DDR4;UHD Graphics 620;SSD;512 GB;-;-;2101.0
Core i7;9750H;8 GB;DDR4;GeForce GTX 1650;SSD;512 GB;-;-;2103.0
Core i7;9750H;16 GB;DDR4;GeForce RTX 2060;SSD;512 GB;HDD;1000 GB;2112.0
Core i7;8665U;16 GB;DDR4;UHD Graphics 620;SSD;512 GB;-;-;2115.0
Core i7;8850H;16 GB;DDR4;Quadro P1000;SSD;256 GB;-;-;2119.0
Core i7;8750H;16 GB;DDR4;GeForce GTX 1050 Ti;SSD;256 GB;-;-;2129.0
Core i7;8750H;16 GB;DDR4;Quadro P2000;SSD;256 GB;HDD;1000 GB;2138.0
Core i7;8750H;16 GB;DDR4;GeForce GTX 1050;SSD;512 GB;-;-;2138.0
Core i7;8650U;8 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;2145.0
Core i7;8650U;16 GB;DDR4;UHD Graphics 620;SSD;512 GB;-;-;2145.0
Core i7;9750H;16 GB;DDR4;GeForce RTX 2060;SSD;512 GB;-;-;2149.0
Core i7;8750H;16 GB;DDR4;GeForce GTX 1070;SSD;256 GB;Hybrid;1008 GB;2149.0
Core i7;8550U;16 GB;DDR4;UHD Graphics 620;SSD;512 GB;-;-;2149.0
Core i7;10510U;16 GB;DDR3;GeForce GTX 1650;SSD;1000 GB;-;-;2149.0
Core i7;8565U;16 GB;DDR4;GeForce GTX 1050 Ti;SSD;512 GB;HDD;1000 GB;2149.0
Core i7;-;16 GB;DDR4;Quadro P600;SSD;512 GB;-;-;2153.8
Core i7;8750H;8 GB;DDR4;Quadro P2000;SSD;256 GB;-;-;2165.0
Core i7;1065G7;16 GB;DDR4;Iris Plus Graphics;SSD;512 GB;-;-;2166.0
Core i7;1065G7;16 GB;DDR4;Iris Plus Graphics;SSD;256 GB;-;-;2169.0
Core i7;10710U;16 GB;DDR4;GeForce GTX 1650;SSD;512 GB;-;-;2169.0
Core i7;8750H;16 GB;DDR4;GeForce GTX 1060;SSD;512 GB;-;-;2175.0
Core i7;8750H;16 GB;DDR4;Quadro P2000;SSD;256 GB;-;-;2179.0
Core i5;-;8 GB;DDR3;Iris Plus Graphics 655;SSD;512 GB;-;-;2180.0
Core i7;8550U;16 GB;DDR3;UHD Graphics 620;SSD;512 GB;-;-;2182.0
Core i7;6500U;16 GB;DDR3;HD Graphics 520;SSD;512 GB;-;-;2189.9
Core i7;9750H;16 GB;DDR4;GeForce RTX 2070;SSD;512 GB;-;-;2190.0
Core i7;9750H;16 GB;DDR4;GeForce GTX 1650;SSD;512 GB;-;-;2199.0
Core i7;9750H;16 GB;DDR4;GeForce GTX 1650;SSD;512 GB;-;-;2199.0
Core i7;1065G7;16 GB;DDR4;Iris Plus Graphics;SSD;512 GB;-;-;2199.0
Core i7;8550U;16 GB;DDR3;UHD Graphics 620;SSD;1000 GB;-;-;2199.0
Core i7;8565U;16 GB;DDR4;GeForce GTX 1050;SSD;1000 GB;-;-;2199.0
Core i7;8565U;16 GB;DDR3;GeForce GTX 1050;SSD;256 GB;HDD;2000 GB;2199.0
Core i7;8750H;16 GB;DDR4;Quadro P1000;SSD;256 GB;-;-;2199.0
Core i7;8550U;8 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;2199.0
Core i7;8750H;16 GB;DDR4;GeForce RTX 2060;SSD;256 GB;HDD;1000 GB;2199.23
Core i7;8750H;16 GB;DDR4;Quadro P2000;SSD;256 GB;HDD;1000 GB;2215.0
Core i7;8565U;16 GB;DDR4;GeForce MX150;SSD;512 GB;-;-;2239.0
Core i7;8750H;16 GB;DDR4;GeForce RTX 2060;SSD;512 GB;-;-;2240.0
Core i7;9750H;16 GB;DDR4;GeForce RTX 2070;SSD;256 GB;HDD;1000 GB;2241.0
Core i7;9750H;16 GB;DDR4;GeForce RTX 2060;SSD;512 GB;HDD;1000 GB;2249.0
Core i7;8565U;16 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;2249.0
Core i7;8750H;8 GB;DDR4;Quadro P1000;SSD;256 GB;-;-;2265.0
Core i7;8500Y;16 GB;DDR3;Intel UHD 615;SSD;512 GB;-;-;2269.0
Core i5;8305G;8 GB;DDR4;Radeon RX Vega 870;SSD;256 GB;-;-;2269.0
Core i7;8750H;16 GB;DDR4;GeForce GTX 1060;SSD;128 GB;HDD;1000 GB;2269.0
Core i7;9750H;16 GB;DDR4;Quadro T1000;SSD;256 GB;HDD;1000 GB;2272.03
Core i7;8750H;16 GB;DDR4;GeForce RTX 2070;SSD;256 GB;HDD;1000 GB;2274.0
Core i7;8705G;8 GB;DDR4;Radeon RX Vega 870;SSD;512 GB;-;-;2275.9
Core i7;9750H;16 GB;DDR4;GeForce RTX 2060;SSD;512 GB;-;-;2279.0
Core i7;7660U;16 GB;-;Iris Plus Graphics 640;SSD;512 GB;-;-;2290.0
Core i7;8550U;16 GB;DDR4;GeForce MX150;SSD;512 GB;-;-;2291.0
Core i7;8750H;16 GB;DDR4;GeForce RTX 2060;SSD;512 GB;-;-;2297.0
Core i7;8565U;8 GB;DDR4;UHD Graphics 620;SSD;512 GB;SSD;512 GB;2299.0
Core i7;8750H;16 GB;DDR4;GeForce RTX 2070;SSD;512 GB;HDD;1000 GB;2299.0
Core i7;8850H;8 GB;DDR4;Quadro P1000;SSD;256 GB;HDD;1000 GB;2299.0
Core i7;8650U;8 GB;DDR4;UHD Graphics 620;SSD;256 GB;-;-;2310.0
Core i7;8550U;16 GB;DDR4;UHD Graphics 630;SSD;256 GB;-;-;2319.0
Core i7;9750H;16 GB;DDR4;GeForce RTX 2070;SSD;512 GB;HDD;1000 GB;2342.0
Core i7;9750H;16 GB;DDR4;GeForce RTX 2060;SSD;1000 GB;-;-;2345.0
Core i7;8750H;16 GB;DDR4;GeForce RTX 2060;SSD;512 GB;-;-;2349.0
Core i7;9750H;16 GB;DDR4;GeForce RTX 2070;SSD;512 GB;-;-;2349.0
Core i7;8850H;16 GB;DDR4;Quadro P2000;SSD;512 GB;HDD;2000 GB;2355.0
Core i7;8565U;16 GB;DDR4;GeForce MX150;SSD;1000 GB;-;-;2359.0
Core i7;7500U;8 GB;DDR4;HD Graphics 620;SSD;512 GB;-;-;2360.15
Core i7;8750H;16 GB;DDR4;GeForce GTX 1050 Ti;SSD;1000 GB;-;-;2369.0
Core i7;9750H;16 GB;DDR4;GeForce RTX 2070;SSD;256 GB;HDD;1000 GB;2369.0
Core i7;8750H;16 GB;DDR4;GeForce RTX 2070;SSD;256 GB;HDD;1000 GB;2370.0
Core i7;9750H;16 GB;DDR4;GeForce RTX 2060;SSD;1000 GB;-;-;2396.6
Core i7;-;16 GB;DDR3;Radeon Pro 555;SSD;256 GB;-;-;2398.9
Core i7;10510U;16 GB;DDR3;GeForce GTX 1650;SSD;1000 GB;-;-;2399.0
Core i5;8565U;16 GB;DDR4;UHD Graphics 620;SSD;1000 GB;-;-;2399.0
Core i7;8750H;16 GB;DDR4;GeForce RTX 2060;SSD;512 GB;Hybrid;1008 GB;2399.0
Core i7;8750H;16 GB;DDR4;GeForce RTX 2070;SSD;512 GB;-;-;2399.0
Core i7;8750H;16 GB;DDR4;Quadro P2000;SSD;256 GB;-;-;2399.0
Core i7;8750H;16 GB;DDR4;Radeon Pro 555X;SSD;256 GB;-;-;2399.01
Core i7;9750H;16 GB;DDR4;GeForce RTX 2070;SSD;512 GB;HDD;1000 GB;2399.9
Core i7;8750H;8 GB;DDR4;GeForce RTX 2060;SSD;256 GB;Hybrid;1008 GB;2402.0
Core i7;8550U;16 GB;DDR3;UHD Graphics 620;SSD;512 GB;-;-;2406.0
Core i7;8850H;16 GB;DDR4;Quadro P2000;SSD;512 GB;-;-;2410.0
Core i7;8750H;16 GB;DDR4;GeForce RTX 2070;SSD;512 GB;-;-;2432.0
Core i7;8565U;16 GB;DDR3;UHD Graphics 620;SSD;512 GB;-;-;2439.0
Core i7;8750H;16 GB;DDR4;GeForce RTX 2070;SSD;256 GB;-;-;2449.0
Core i7;8750H;16 GB;DDR4;GeForce RTX 2070;SSD;256 GB;HDD;1000 GB;2449.0
Core i7;8750H;16 GB;DDR4;GeForce RTX 2060;SSD;256 GB;-;-;2456.0
Core i7;8565U;16 GB;DDR3;UHD Graphics 620;SSD;512 GB;-;-;2470.0
Core i7;9750H;16 GB;DDR4;GeForce RTX 2070;SSD;512 GB;-;-;2470.0
Core i7;8550U;16 GB;DDR3;UHD Graphics 620;SSD;1000 GB;-;-;2481.0
Core i7;8850H;8 GB;DDR4;Quadro P2000;SSD;512 GB;-;-;2493.0
Core i7;10510U;16 GB;DDR3;-;SSD;1000 GB;-;-;2499.0
Core i7;1065G7;16 GB;DDR4;Iris Plus Graphics;SSD;512 GB;-;-;2499.0
Core i7;8750H;16 GB;DDR4;GeForce GTX 1070;SSD;256 GB;-;-;2499.0
Core i7;8550U;16 GB;DDR4;Quadro P500;SSD;512 GB;-;-;2499.0
Core i7;9750H;16 GB;DDR4;GeForce RTX 2060 Max-Q;SSD;256 GB;HDD;1000 GB;2499.0
Core i7;8750H;16 GB;DDR4;GeForce GTX 1070;SSD;512 GB;HDD;1000 GB;2499.26
Core i7;8750H;16 GB;DDR4;GeForce RTX 2060;SSD;512 GB;-;-;2527.0
Core i7;9850H;16 GB;DDR4;Quadro T1000;SSD;512 GB;HDD;2000 GB;2529.2
Core i7;8750H;16 GB;DDR4;GeForce RTX 2070;SSD;512 GB;-;-;2532.0
Core i7;9750H;16 GB;DDR4;GeForce GTX 1650;SSD;1000 GB;-;-;2548.99
Core i7;8565U;16 GB;DDR4;UHD Graphics 620;SSD;512 GB;SSD;512 GB;2549.0
Core i7;1065G7;16 GB;DDR4;Iris Plus Graphics;SSD;512 GB;-;-;2562.0
Core i7;-;16 GB;DDR4;Radeon Pro 555X;SSD;256 GB;-;-;2571.0
Core i7;8705G;16 GB;DDR4;Radeon RX Vega 870;SSD;512 GB;-;-;2578.0
Core i7;8705G;16 GB;DDR4;Radeon RX Vega M GL;SSD;512 GB;-;-;2578.0
Core i7;8565U;16 GB;DDR3;UHD Graphics 620;SSD;512 GB;-;-;2579.0
Core i7;9750H;16 GB;DDR4;GeForce RTX 2070;SSD;1000 GB;-;-;2579.0
Core i7;8750H;16 GB;DDR4;GeForce GTX 1080;SSD;512 GB;-;-;2593.0
Core i7;8750H;16 GB;DDR4;GeForce RTX 2060;SSD;512 GB;Hybrid;1008 GB;2598.0
Core i7;9750H;16 GB;DDR4;GeForce RTX 2070;SSD;512 GB;-;-;2599.0
Core i7;9750H;16 GB;DDR4;GeForce RTX 2070;SSD;8 GB;SSD;8 GB;2599.0
Core i7;9750H;16 GB;DDR4;Quadro T1000;SSD;256 GB;-;-;2599.0
Core i7;8550U;16 GB;DDR4;UHD Graphics 620;SSD;1000 GB;-;-;2599.0
Core i7;8750H;16 GB;DDR4;GeForce GTX 1070;SSD;256 GB;HDD;1000 GB;2625.0
Core i7;8750H;8 GB;DDR4;GeForce RTX 2060;SSD;128 GB;Hybrid;1008 GB;2629.0
Core i7;8550U;16 GB;DDR4;UHD Graphics 620;SSD;1000 GB;-;-;2633.0
Core i7;8850H;16 GB;DDR4;Radeon Pro 560X;SSD;512 GB;-;-;2635.99
Core i7;9750H;16 GB;DDR4;GeForce GTX 1660 Ti;SSD;256 GB;HDD;1000 GB;2638.5
Core i7;8750H;16 GB;DDR4;GeForce RTX 2070;SSD;512 GB;-;-;2649.0
Core i7;8750H;8 GB;DDR4;GeForce RTX 2060;SSD;256 GB;-;-;2669.0
Core i7;9750H;16 GB;DDR4;GeForce RTX 2070;SSD;1000 GB;-;-;2679.0
Core i7;8750H;16 GB;DDR4;GeForce RTX 2070;SSD;256 GB;HDD;1000 GB;2679.0
Core i7;8750H;16 GB;DDR4;GeForce GTX 1060;SSD;512 GB;-;-;2695.0
Core i7;9750H;16 GB;DDR4;GeForce RTX 2080;SSD;256 GB;HDD;1000 GB;2697.0
Core i7;9750H;16 GB;DDR4;GeForce GTX 1650;SSD;1000 GB;-;-;2697.99
Core i7;8650U;16 GB;DDR3;UHD Graphics 620;SSD;1000 GB;-;-;2698.6
Core i7;9750H;16 GB;DDR4;GeForce RTX 2060;SSD;512 GB;-;-;2699.0
Core i7;8750H;8 GB;DDR4;GeForce RTX 2060;SSD;128 GB;Hybrid;1008 GB;2699.0
Core i7;8750H;16 GB;DDR4;GeForce RTX 2080;SSD;256 GB;HDD;1000 GB;2714.0
Core i7;9750H;16 GB;DDR4;GeForce RTX 2070;SSD;1000 GB;-;8 GB;2719.0
Core i7;8750H;16 GB;DDR4;GeForce RTX 2060;SSD;128 GB;Hybrid;1008 GB;2739.0
Core i7;8705G;16 GB;DDR4;Radeon RX Vega 870;SSD;512 GB;-;-;2755.01
Core i7;9750H;16 GB;-;GeForce RTX 2080;SSD;1000 GB;-;-;2759.99
Core i7;8750H;16 GB;DDR4;GeForce RTX 2070;SSD;512 GB;-;-;2769.0
Core i7;8750H;16 GB;DDR4;GeForce RTX 2060;SSD;256 GB;Hybrid;1008 GB;2789.0
Core i7;9750H;16 GB;DDR4;GeForce GTX 1650;SSD;1000 GB;-;-;2799.0
Core i7;9750H;16 GB;DDR4;GeForce RTX 2080;SSD;512 GB;HDD;1000 GB;2800.0
Core i7;8850H;16 GB;DDR4;Quadro P3200;SSD;512 GB;HDD;2000 GB;2815.0
Core i7;8750H;16 GB;DDR4;GeForce RTX 2070;SSD;512 GB;HDD;1000 GB;2831.5
Core i7;8950HK;16 GB;DDR4;Quadro P2000;SSD;256 GB;-;-;2844.0
Core i7;8750H;16 GB;DDR4;GeForce RTX 2060;SSD;256 GB;HDD;1008 GB;2849.0
Core i7;8550U;16 GB;DDR3;UHD Graphics 620;SSD;1000 GB;-;-;2882.0
Core i7;9850H;16 GB;DDR4;Quadro T1000;SSD;512 GB;-;-;2889.0
Core i7;8700;8 GB;DDR4;GeForce RTX 2070;SSD;128 GB;Hybrid;1008 GB;2899.0
Core i7;8565U;16 GB;DDR4;GeForce MX250;SSD;512 GB;-;-;2899.0
Core i7;8750H;16 GB;DDR4;GeForce GTX 1050 Ti;SSD;512 GB;-;-;2949.0
Core i7;9750H;16 GB;DDR4;GeForce RTX 2070;SSD;1000 GB;-;-;2949.0
Core i7;9750H;16 GB;DDR4;GeForce RTX 2080;SSD;512 GB;HDD;1000 GB;2954.99
Core i7;8705G;16 GB;DDR4;Radeon RX Vega 870;SSD;512 GB;-;-;2985.78
Core i7;-;16 GB;DDR3;Radeon Pro 560;SSD;512 GB;-;-;2990.0
Core i7;9750H;16 GB;DDR4;GeForce RTX 2070;SSD;512 GB;-;-;2997.0
Core i7;8700;16 GB;DDR4;GeForce RTX 2070;SSD;256 GB;Hybrid;1008 GB;3050.0
Core i7;8750H;16 GB;DDR4;GeForce RTX 2070;SSD;512 GB;Hybrid;1008 GB;3099.0
Core i7;8750H;16 GB;DDR4;GeForce RTX 2080;SSD;512 GB;HDD;1000 GB;3099.31
Core i7;9750H;16 GB;DDR4;GeForce GTX 1650;SSD;512 GB;-;-;3159.0
Core i7;7700HQ;8 GB;DDR4;Quadro M2200;SSD;256 GB;-;-;3177.28
Core i7;9750H;16 GB;DDR4;GeForce RTX 2060;SSD;512 GB;-;-;3179.0
Core i7;7700HQ;16 GB;DDR4;GeForce GTX 1070;SSD;256 GB;HDD;1000 GB;3190.2
Core i7;9750H;16 GB;DDR4;GeForce RTX 2080;SSD;512 GB;-;-;3219.0
Core i7;8700;16 GB;DDR4;GeForce RTX 2070;SSD;512 GB;-;-;3247.99
