CPU Name,Price(USD),CPU Mark,CPU Value,Thread Mark,Thread Value,TDP (W),Power Perf.,Socket,Category
Intel Xeon E-2224G @ 3.50GHz,218.0,10008,45.91,2812,12.9,71,140,FCLGA1151-2,Server
Intel Xeon E-2226G @ 3.40GHz,260.0,12887,49.57,2753,10.59,80,161,FCLGA1151-2,Server
Intel Xeon E-2244G @ 3.80GHz,272.0,12782,46.99,2741,10.08,71,180,FCLGA1151-2,Server
Intel Xeon E-2246G @ 3.60GHz,311.0,16714,53.74,2858,9.19,80,208,FCLGA1151-2,Server
Intel Xeon E-2274G @ 4.00GHz,334.0,12595,37.71,2727,8.17,83,151,FCLGA1151-2,Server
Intel Xeon E-2276M @ 2.80GHz,450.0,14981,33.29,2696,5.99,45,332,FCBGA1440,Laptop
Intel Xeon E-2286M @ 2.40GHz,623.0,18477,29.66,2750,4.41,45,410,FCBGA1440,Laptop
Intel Xeon E3-1220 @ 3.10GHz,52.9,6250,117.99,1741,32.88,80,78,LGA1155,Server
Intel Xeon E3-1220 V2 @ 3.10GHz,59.9,6732,112.26,1826,30.45,69,97,LGA1155,Server
Intel Xeon E3-1220 v3 @ 3.10GHz,133.9,7178,53.57,1950,14.55,80,89,LGA1150,Server
Intel Xeon E3-1220 v5 @ 3.00GHz,266.46,7772,29.17,1950,7.32,80,97,FCLGA1151,Server
Intel Xeon E3-1220 v6 @ 3.00GHz,220.4,7769,35.24,1754,7.96,72,107,FCLGA1151,Server
Intel Xeon E3-1225 @ 3.10GHz,63.9,6092,95.21,1765,27.59,95,64,LGA1155,Server
Intel Xeon E3-1225 V2 @ 3.20GHz,69.0,6968,100.99,1918,27.81,77,90,LGA1155,Server
Intel Xeon E3-1225 v3 @ 3.20GHz,135.9,7238,53.23,2012,14.8,84,86,LGA1150,Server
Intel Xeon E3-1225 v5 @ 3.30GHz,290.0,7834,27.02,1968,6.79,80,97,FCLGA1151,Server
Intel Xeon E3-1225 v6 @ 3.30GHz,233.8,7958,34.04,2129,9.11,73,109,FCLGA1151,Server
Intel Xeon E3-1230 @ 3.20GHz,95.9,7851,81.8,1837,19.14,80,98,LGA1155,Server
Intel Xeon E3-1230 V2 @ 3.30GHz,78.0,8868,113.7,1949,24.99,69,128,LGA1155,Server
Intel Xeon E3-1230 v3 @ 3.30GHz,215.0,9325,43.37,2093,9.74,80,116,LGA1150,Server
Intel Xeon E3-1230 v6 @ 3.50GHz,262.5,9784,37.26,2011,7.66,72,135,FCLGA1151,Server
Intel Xeon E3-1230L v3 @ 1.80GHz,287.9,7231,25.12,1588,5.52,25,289,LGA1150,Server
Intel Xeon E3-1235 @ 3.20GHz,244.0,7757,31.79,1849,7.58,95,81,LGA1155,Server
Intel Xeon E3-1240 @ 3.30GHz,97.9,7975,81.39,1855,18.93,80,99,LGA1155,Server
Intel Xeon E3-1240 V2 @ 3.40GHz,126.9,9159,72.15,2029,15.98,69,132,LGA1155,Server
Intel Xeon E3-1240 v3 @ 3.40GHz,384.4,9677,25.17,2180,5.67,80,120,LGA1150,Server
Intel Xeon E3-1240 v5 @ 3.50GHz,341.67,10317,30.2,2195,6.43,80,128,FCLGA1151,Server
Intel Xeon E3-1240 v6 @ 3.70GHz,288.1,10472,36.35,2223,7.72,72,145,FCLGA1151,Server
Intel Xeon E3-1240L v5 @ 2.10GHz,278.0,7793,28.03,1762,6.34,25,311,FCLGA1151,Server
Intel Xeon E3-1241 v3 @ 3.50GHz,369.9,10015,27.07,2255,6.1,80,125,LGA1150,Server
Intel Xeon E3-1245 @ 3.30GHz,105.9,8040,75.86,1886,17.8,95,84,LGA1155,Server
Intel Xeon E3-1245 V2 @ 3.40GHz,156.9,9127,58.14,2011,12.81,77,118,LGA1155,Server
Intel Xeon E3-1245 v3 @ 3.40GHz,255.0,9586,37.59,2174,8.53,84,114,LGA1150,Server
Intel Xeon E3-1245 v5 @ 3.50GHz,345.31,10155,29.41,2134,6.18,80,126,FCLGA1151,Server
Intel Xeon E3-1245 v6 @ 3.70GHz,310.9,10533,33.88,2285,7.35,73,144,FCLGA1151,Server
Intel Xeon E3-1260L @ 2.40GHz,56.02,6266,111.85,1592,28.43,45,139,LGA1155,Server
Intel Xeon E3-1265L V2 @ 2.50GHz,148.0,7455,50.37,1682,11.37,45,165,LGA1155,Server
Intel Xeon E3-1270 @ 3.40GHz,315.0,8248,26.19,1943,6.17,80,103,LGA1155,Server
Intel Xeon E3-1270 V2 @ 3.50GHz,189.9,9464,49.82,2086,10.98,69,137,LGA1155,Server
Intel Xeon E3-1270 v3 @ 3.50GHz,199.9,9919,49.6,2228,11.14,80,123,LGA1150,Server
Intel Xeon E3-1270 v6 @ 3.80GHz,338.6,11171,32.99,2309,6.82,72,155,FCLGA1151,Server
Intel Xeon E3-1275 @ 3.40GHz,304.0,8122,26.72,1934,6.36,95,85,LGA1155,Server
Intel Xeon E3-1275 v3 @ 3.50GHz,400.99,10048,25.06,2229,5.56,95,105,LGA1150,Server
Intel Xeon E3-1275 v6 @ 3.80GHz,362.9,11028,30.38,2362,6.51,73,151,FCLGA1151,Server
Intel Xeon E3-1280 @ 3.50GHz,332.2,8416,25.34,1977,5.95,95,88,LGA1155,Server
Intel Xeon E3110 @ 3.00GHz,22.99,2159,93.93,1265,55.06,65,33,LGA775,Server
Intel Xeon E3113 @ 3.00GHz,9.79,2427,247.99,1269,129.69,65,37,LGA775,Server
Intel Xeon E5-1410 @ 2.80GHz,48.99,7265,148.31,1654,33.77,80,90,LGA1356,Server
Intel Xeon E5-1603 @ 2.80GHz,19.9,5576,278.94,1477,73.92,130,42,LGA2011,Server
Intel Xeon E5-1603 v3 @ 2.80GHz,99.99,6202,62.03,1555,15.56,140,44,LGA2011-v3,Server
Intel Xeon E5-1607 @ 3.00GHz,27.95,5894,210.89,1576,56.39,130,45,LGA2011,Server
Intel Xeon E5-1607 v2 @ 3.00GHz,34.95,6217,177.91,1605,45.94,130,47,LGA 2011,Server
Intel Xeon E5-1620 @ 3.60GHz,65.0,9068,139.51,1947,29.96,130,69,LGA2011,Server
Intel Xeon E5-1620 v2 @ 3.70GHz,58.9,9498,161.01,1978,33.53,130,73,FCLGA2011,Server
Intel Xeon E5-1620 v3 @ 3.50GHz,159.99,9747,60.93,2041,12.76,140,69,LGA2011-v3,Server
Intel Xeon E5-1620 v4 @ 3.50GHz,303.3,9935,32.75,2073,6.84,140,70,FCLGA2011-3,Server
Intel Xeon E5-1650 v2 @ 3.50GHz,109.9,12749,115.97,2000,18.2,130,98,FCLGA2011,Server
Intel Xeon E5-1650 v3 @ 3.50GHz,157.9,13622,86.22,2147,13.59,140,97,LGA2011-v3,Server
Intel Xeon E5-1650 v4 @ 3.60GHz,508.0,14226,28.0,2179,4.29,140,101,FCLGA2011-3,Server
Intel Xeon E5-1660 v2 @ 3.70GHz,281.9,13901,49.3,2126,7.54,130,106,LGA 2011,Server
Intel Xeon E5-2403 @ 1.80GHz,110.9,3523,31.77,880,7.94,80,44,LGA 1356,Server
Intel Xeon E5-2403 v2 @ 1.80GHz,35.99,3590,99.76,827,22.98,80,44,FCLGA1356,Server
Intel Xeon E5-2407 @ 2.20GHz,84.92,4188,49.32,958,11.29,80,52,LGA 1356,Server
Intel Xeon E5-2407 v2 @ 2.40GHz,91.7,4648,50.67,1109,12.09,80,58,FCLGA1356,Server
Intel Xeon E5-2420 v2 @ 2.20GHz,52.67,8693,165.05,1349,25.63,80,108,FCLGA1356,Server
Intel Xeon E5-2430 @ 2.20GHz,101.1,7695,76.1,1089,10.77,95,81,LGA 1356,Server
Intel Xeon E5-2430 v2 @ 2.50GHz,48.26,9061,187.76,1329,27.56,80,113,LGA 1356,Server
Intel Xeon E5-2430L @ 2.00GHz,32.28,7834,242.71,1204,37.33,60,130,FCLGA1356,Server
Intel Xeon E5-2440 @ 2.40GHz,39.9,9221,230.59,1458,36.48,95,97,LGA 1356,Server
Intel Xeon E5-2450 @ 2.10GHz,62.9,10196,161.91,1304,20.71,95,107,LGA 1356,Server
Intel Xeon E5-2450L @ 1.80GHz,130.0,8261,63.55,1097,8.44,70,118,LGA 1356,Server
Intel Xeon E5-2470 @ 2.30GHz,128.0,11144,87.07,1539,12.03,95,117,LGA 1356,Server
Intel Xeon E5-2470 v2 @ 2.40GHz,222.0,11268,50.76,1349,6.08,95,118,LGA 1356,Server
Intel Xeon E5-2603 @ 1.80GHz,47.8,3591,75.05,943,19.73,80,44,LGA 2011,Server
Intel Xeon E5-2603 v2 @ 1.80GHz,59.99,3766,62.78,982,16.37,80,47,LGA 2011,Server
Intel Xeon E5-2603 v3 @ 1.60GHz,67.2,5179,77.05,934,13.89,85,60,LGA2011-v3,Server
Intel Xeon E5-2609 @ 2.40GHz,96.04,4607,47.97,1219,12.7,80,57,LGA2011,Server
Intel Xeon E5-2609 v2 @ 2.50GHz,47.5,5160,108.63,1289,27.14,80,64,LGA 2011,Server
Intel Xeon E5-2609 v3 @ 1.90GHz,106.0,5901,55.66,1113,10.5,80,73,LGA2011-v3,Server
Intel Xeon E5-2620 @ 2.00GHz,28.9,7904,272.68,1232,42.5,95,83,LGA2011,Server
Intel Xeon E5-2620 v2 @ 2.10GHz,39.99,8600,215.07,1280,32.03,80,107,FCLGA2011,Server
Intel Xeon E5-2620 v3 @ 2.40GHz,69.9,9987,142.69,1702,24.32,85,117,LGA2011-v3,Server
Intel Xeon E5-2620 v4 @ 2.10GHz,364.9,11324,31.03,1534,4.2,85,133,FCLGA2011-3,Server
Intel Xeon E5-2630 @ 2.30GHz,39.94,8923,223.42,1398,35.02,95,93,LGA2011,Server
Intel Xeon E5-2630 v2 @ 2.60GHz,43.9,10368,235.96,1566,35.65,80,129,FCLGA2011,Server
Intel Xeon E5-2630 v3 @ 2.40GHz,98.0,12797,130.59,1744,17.8,85,150,LGA2011-v3,Server
Intel Xeon E5-2630L v2 @ 2.40GHz,39.1,9088,232.44,1354,34.64,60,151,LGA 2011,Server
Intel Xeon E5-2630L v3 @ 1.80GHz,339.95,9727,28.62,1688,4.97,55,176,LGA2011-v3,Server
Intel Xeon E5-2637 v2 @ 3.50GHz,84.99,9200,108.25,1848,21.75,130,70,LGA 2011,Server
Intel Xeon E5-2637 v3 @ 3.50GHz,165.1,10117,61.25,2130,12.9,135,74,LGA2011-v3,Server
Intel Xeon E5-2640 @ 2.50GHz,59.9,9394,156.7,1494,24.94,95,98,LGA2011,Server
Intel Xeon E5-2640 v2 @ 2.00GHz,184.2,10189,55.31,1224,6.65,95,107,LGA 2011,Server
Intel Xeon E5-2640 v3 @ 2.60GHz,135.0,13864,102.7,1885,13.97,90,154,LGA2011-v3,Server
Intel Xeon E5-2643 @ 3.30GHz,59.9,8451,140.98,1810,30.21,130,65,LGA2011,Server
Intel Xeon E5-2643 v2 @ 3.50GHz,209.9,13121,62.49,1973,9.4,130,100,FCLGA2011,Server
Intel Xeon E5-2643 v3 @ 3.40GHz,259.9,13887,53.41,2021,7.77,135,102,LGA2011-v3,Server
Intel Xeon E5-2650 @ 2.00GHz,45.0,10259,227.99,1344,29.88,95,107,LGA2011,Server
Intel Xeon E5-2650 v2 @ 2.60GHz,72.0,13229,183.62,1713,23.78,95,139,FCLGA2011,Server
Intel Xeon E5-2650 v3 @ 2.30GHz,129.9,14883,114.5,1680,12.92,105,141,LGA2011-v3,Server
Intel Xeon E5-2650L @ 1.80GHz,79.0,8483,107.39,1198,15.18,70,121,LGA 2011,Server
Intel Xeon E5-2650L v2 @ 1.70GHz,135.84,9880,72.74,1126,8.29,70,141,FCLGA2011,Server
Intel Xeon E5-2650L v3 @ 1.80GHz,232.2,13513,58.19,1419,6.11,65,207,LGA2011-v3,Server
Intel Xeon E5-2658 v2 @ 2.40GHz,179.99,13874,77.09,1521,8.45,95,146,LGA 2011,Server
Intel Xeon E5-2660 @ 2.20GHz,131.1,11252,85.83,1470,11.22,95,118,LGA2011,Server
Intel Xeon E5-2660 v2 @ 2.20GHz,173.98,13142,75.54,1506,8.66,95,138,LGA 2011,Server
Intel Xeon E5-2660 v3 @ 2.60GHz,303.3,16309,53.77,1853,6.11,105,155,LGA2011-v3,Server
Intel Xeon E5-2665 @ 2.40GHz,102.37,11746,114.75,1541,15.06,115,102,LGA2011,Server
Intel Xeon E5-2667 @ 2.90GHz,51.7,10671,206.41,1713,33.15,130,82,LGA2011,Server
Intel Xeon E5-2667 v2 @ 3.30GHz,330.0,16158,48.96,2011,6.09,130,124,LGA 2011,Server
Intel Xeon E5-2667 v3 @ 3.20GHz,398.1,16174,40.62,2077,5.22,135,119,LGA2011-v3,Server
Intel Xeon E5-2670 @ 2.60GHz,136.1,12370,90.89,1650,12.13,115,107,LGA2011,Server
Intel Xeon E5-2670 v2 @ 2.50GHz,209.0,15021,71.87,1617,7.74,115,130,FCLGA2011,Server
Intel Xeon E5-2670 v3 @ 2.30GHz,154.9,16647,107.41,1707,11.02,120,138,LGA2011-v3,Server
Intel Xeon E5-2680 @ 2.70GHz,76.9,12899,167.68,1754,22.81,130,99,LGA2011,Server
Intel Xeon E5-2680 v2 @ 2.80GHz,179.0,15890,88.77,1826,10.2,115,138,FCLGA2011,Server
Intel Xeon E5-2680 v3 @ 2.50GHz,529.4,18467,34.88,1862,3.52,120,153,LGA2011-v3,Server
Intel Xeon E5-2683 v3 @ 2.00GHz,509.99,17325,33.97,1656,3.25,120,144,LGA2011-v3,Server
Intel Xeon E5-2687W @ 3.10GHz,207.0,14341,69.28,1884,9.1,150,95,LGA2011,Server
Intel Xeon E5-2687W v2 @ 3.40GHz,359.9,16370,45.49,2038,5.66,150,109,FCLGA2011,Server
Intel Xeon E5-2687W v3 @ 3.10GHz,589.9,17795,30.16,1953,3.31,160,111,LGA2011-v3,Server
Intel Xeon E5-2690 @ 2.90GHz,133.0,13714,103.12,1858,13.97,135,101,LGA2011,Server
Intel Xeon E5-2690 v2 @ 3.00GHz,425.8,16406,38.53,1823,4.28,130,126,FCLGA2011,Server
Intel Xeon E5-2690 v3 @ 2.60GHz,245.0,19263,78.63,1980,8.08,135,142,LGA2011-v3,Server
Intel Xeon E5-2695 v2 @ 2.40GHz,258.9,16041,61.94,1619,6.25,115,139,LGA 2011,Server
Intel Xeon E5-2695 v3 @ 2.30GHz,489.9,19710,40.23,1885,3.85,120,164,LGA2011-v3,Server
Intel Xeon E5-2697 v2 @ 2.70GHz,379.6,17198,45.3,1733,4.57,130,132,FCLGA2011,Server
Intel Xeon E5-2697 v3 @ 2.60GHz,446.5,21412,47.96,1994,4.47,145,147,LGA2011-v3,Server
Intel Xeon E5-2698 v3 @ 2.30GHz,739.0,21042,28.47,1845,2.5,135,155,LGA2011-v3,Server
Intel Xeon E5-4617 @ 2.90GHz,89.9,9313,103.59,1730,19.25,130,71,LGA 2011,Server
Intel Xeon E5-4620 @ 2.20GHz,134.21,9248,68.91,1265,9.43,95,97,LGA 2011,Server
Intel Xeon E5-4650 @ 2.70GHz,69.99,11685,166.96,1611,23.02,130,89,LGA2011,Server
Intel Xeon E5-4650L @ 2.60GHz,119.99,12145,101.22,1572,13.11,115,105,LGA 2011,Server
Intel Xeon E5205 @ 1.86GHz,9.42,1401,148.77,755,80.21,65,21,LGA771,Server
Intel Xeon E5240 @ 3.00GHz,88.78,2424,27.31,1276,14.38,65,37,LGA771,Server
Intel Xeon E5310 @ 1.60GHz,49.0,2214,45.19,632,12.9,80,27,LGA771,Server
Intel Xeon E5320 @ 1.86GHz,38.75,2288,59.05,722,18.63,80,28,LGA771,Server
Intel Xeon E5335 @ 2.00GHz,17.77,2513,141.45,784,44.15,80,31,LGA771,Server
Intel Xeon E5345 @ 2.33GHz,39.99,2886,72.17,911,22.79,80,36,LGA771,Server
Intel Xeon E5405 @ 2.00GHz,39.95,2835,70.97,860,21.54,80,35,LGA771,Server
Intel Xeon E5420 @ 2.50GHz,62.95,3482,55.31,1064,16.92,80,43,LGA771,Server
Intel Xeon E5430 @ 2.66GHz,110.99,3749,33.78,1132,10.2,80,46,LGA771,Server
Intel Xeon E5440 @ 2.83GHz,99.0,3960,40.0,1206,12.18,80,49,LGA771,Server
Intel Xeon E5450 @ 3.00GHz,54.0,4180,77.42,1265,23.44,80,52,LGA771,Server
Intel Xeon E5462 @ 2.80GHz,27.3,3872,141.84,1165,42.7,80,48,LGA771,Server
Intel Xeon E5472 @ 3.00GHz,30.04,4084,135.96,1239,41.28,80,51,LGA771,Server
Intel Xeon E5504 @ 2.00GHz,69.95,2680,38.32,818,11.7,80,33,LGA1366,Server
Intel Xeon E5506 @ 2.13GHz,63.01,2974,47.21,894,14.19,80,37,LGA1366,Server
Intel Xeon E5520 @ 2.27GHz,14.27,4379,306.91,1029,72.13,80,54,LGA1366,Server
Intel Xeon E5530 @ 2.40GHz,13.0,4494,345.72,1094,84.18,80,56,LGA1366,Server
Intel Xeon E5540 @ 2.53GHz,59.0,4747,80.46,1143,19.38,80,59,LGA1366,Server
Intel Xeon E5607 @ 2.27GHz,69.21,3371,48.71,951,13.75,80,42,LGA1366,Server
Intel Xeon E5620 @ 2.40GHz,68.8,4771,69.35,1066,15.51,80,59,LGA1366,Server
Intel Xeon E5630 @ 2.53GHz,35.0,5055,144.43,1139,32.55,80,63,LGA1366,Server
Intel Xeon E5640 @ 2.67GHz,27.99,5250,187.6,1159,41.43,80,65,LGA1366,Server
Intel Xeon E5645 @ 2.40GHz,81.3,6424,79.01,1091,13.43,80,80,LGA1366,Server
Intel Xeon E5649 @ 2.53GHz,104.0,6889,66.2,1186,11.4,80,86,LGA1366,Server
Intel Xeon L3360 @ 2.83GHz,89.23,3764,42.18,1210,13.57,65,57,LGA775,Server
Intel Xeon L5240 @ 3.00GHz,31.4,2271,72.33,1286,40.96,40,56,LGA771,Server
Intel Xeon L5320 @ 1.86GHz,69.99,2135,30.52,580,8.29,50,42,LGA771,Server
Intel Xeon L5335 @ 2.00GHz,18.79,2756,146.68,799,42.57,50,55,LGA771,Server
Intel Xeon L5410 @ 2.33GHz,100.08,3358,33.56,1016,10.15,50,67,LGA771,Server
Intel Xeon L5420 @ 2.50GHz,27.5,3501,127.32,1050,38.18,50,70,LGA771,Server
Intel Xeon L5520 @ 2.27GHz,12.82,4324,337.35,1043,81.42,60,72,LGA1366,Server
Intel Xeon L5530 @ 2.40GHz,19.26,4389,227.93,1079,56.05,60,73,LGA1366,Server
Intel Xeon L5630 @ 2.13GHz,20.99,4338,206.69,935,44.55,40,108,LGA1366,Server
Intel Xeon L5638 @ 2.00GHz,69.9,5622,80.43,948,13.57,60,93,LGA1366,Server
Intel Xeon L5640 @ 2.27GHz,83.36,6232,74.77,1095,13.14,60,103,LGA1366,Server
Intel Xeon Silver 4108 @ 1.80GHz,392.4,10838,27.62,1529,3.9,85,127,FCLGA3647,Server
Intel Xeon Silver 4110 @ 2.10GHz,398.0,11657,29.29,1546,3.88,85,137,FCLGA3647,Server
Intel Xeon Silver 4208 @ 2.10GHz,460.5,13116,28.48,1680,3.65,85,154,FCLGA3647,Server
Intel Xeon Silver 4210 @ 2.20GHz,550.0,15974,29.04,1662,3.02,85,187,FCLGA3647,Server
Intel Xeon W-2102 @ 2.90GHz,235.05,6981,29.7,1622,6.9,120,58,FCLGA2066,Server
Intel Xeon W-2104 @ 3.20GHz,255.0,7475,29.32,1684,6.61,120,62,FCLGA2066,Server
Intel Xeon W-2123 @ 3.60GHz,318.9,10667,33.44,2154,6.75,120,88,FCLGA2066,Server
Intel Xeon W-2125 @ 4.00GHz,488.9,12317,25.19,2507,5.13,120,102,FCLGA2066,Server
Intel Xeon W3503 @ 2.40GHz,9.99,1756,175.87,998,99.9,130,13,LGA1366,Server
Intel Xeon W3505 @ 2.53GHz,24.86,1844,74.18,1049,42.22,130,14,LGA1366,Server
Intel Xeon W3520 @ 2.67GHz,48.0,4940,102.93,1202,25.06,130,38,LGA1366,Server
Intel Xeon W3540 @ 2.93GHz,19.92,5412,271.73,1305,65.56,130,41,LGA1366,Server
Intel Xeon W3550 @ 3.07GHz,29.99,5566,185.63,1369,45.67,130,42,LGA1366,Server
Intel Xeon W3565 @ 3.20GHz,19.99,5778,289.05,1426,71.35,130,44,LGA1366,Server
Intel Xeon W3580 @ 3.33GHz,214.5,6183,28.83,1489,6.94,130,47,LGA1366,Server
Intel Xeon W3680 @ 3.33GHz,159.95,8904,55.67,1518,9.49,130,68,LGA1366,Server
Intel Xeon W3690 @ 3.47GHz,120.0,8980,74.84,1560,13.0,130,69,LGA1366,Server
Intel Xeon W5580 @ 3.20GHz,107.03,5836,54.53,1428,13.35,130,44,LGA1366,Server
Intel Xeon X3220 @ 2.40GHz,60.15,3088,51.35,931,15.49,105,29,LGA775,Server
Intel Xeon X3230 @ 2.66GHz,71.5,3398,47.53,1035,14.48,95,35,LGA775,Server
Intel Xeon X3323 @ 2.50GHz,19.36,3178,164.16,1059,54.73,80,39,LGA775,Server
Intel Xeon X3350 @ 2.66GHz,59.99,3820,63.69,1149,19.16,95,40,LGA775,Server
Intel Xeon X3353 @ 2.66GHz,73.5,3853,52.43,1120,15.25,80,48,LGA775,Server
Intel Xeon X3363 @ 2.83GHz,34.09,3983,116.86,1206,35.4,80,49,LGA771,Server
Intel Xeon X3430 @ 2.40GHz,31.99,3343,104.52,982,30.72,95,35,LGA1156,Server
Intel Xeon X3440 @ 2.53GHz,141.96,4511,31.78,1055,7.44,95,47,LGA1156,Server
Intel Xeon X3450 @ 2.67GHz,79.95,4747,59.39,1152,14.41,95,49,LGA1156,Server
Intel Xeon X3470 @ 2.93GHz,121.68,5327,43.79,1328,10.92,95,56,LGA1156,Server
Intel Xeon X5260 @ 3.33GHz,54.0,2455,45.47,1414,26.19,80,30,LGA771,Server
Intel Xeon X5365 @ 3.00GHz,77.99,3524,45.19,1170,15.01,150,23,LGA771,Server
Intel Xeon X5450 @ 3.00GHz,59.96,4106,68.49,1259,21.01,120,34,LGA771,Server
Intel Xeon X5460 @ 3.16GHz,99.78,4323,43.33,1324,13.28,120,36,LGA771,Server
Intel Xeon X5482 @ 3.20GHz,99.99,4529,45.3,1363,13.63,150,30,LGA771,Server
Intel Xeon X5560 @ 2.80GHz,33.99,5405,159.04,1292,38.02,95,56,LGA1366,Server
Intel Xeon X5647 @ 2.93GHz,19.93,5797,290.91,1313,65.91,130,44,LGA1366,Server
Intel Xeon X5650 @ 2.67GHz,29.39,7298,248.35,1249,42.52,95,76,LGA1366,Server
Intel Xeon X5660 @ 2.80GHz,63.2,7589,120.07,1304,20.63,95,79,LGA1366,Server
Intel Xeon X5667 @ 3.07GHz,23.33,6198,265.7,1386,59.43,95,65,LGA1366,Server
Intel Xeon X5670 @ 2.93GHz,34.0,7812,229.78,1363,40.11,95,82,LGA1366,Server
Intel Xeon X5672 @ 3.20GHz,44.99,6461,143.61,1434,31.88,95,68,LGA1366,Server
Intel Xeon X5675 @ 3.07GHz,53.9,7993,148.06,1415,26.22,95,84,LGA1366,Server
Intel Xeon X5677 @ 3.47GHz,85.0,6773,79.68,1505,17.71,130,52,LGA1366,Server
Intel Xeon X5680 @ 3.33GHz,70.0,8354,119.34,1476,21.1,130,64,LGA1366,Server
Intel Xeon X5687 @ 3.60GHz,56.32,6976,123.88,1605,28.51,130,53,LGA1366,Server
Intel Xeon X5690 @ 3.47GHz,123.0,8791,71.47,1533,12.47,130,67,LGA1366,Server
Mobile AMD Athlon XP,12.4,572,45.81,0,0.0,0,0,nan,Laptop
Quad-Core AMD Opteron 1385,54.0,3442,63.75,953,17.66,115,29,"AM2+,AM3",Server
